date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint,rule,date_type
2026-01-28,Dia do Comércio Exterior,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-28,Dia Internacional da Privacidade de Dados,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_INTERNACIONAL_DA_PRIVACIDADE_DE_DADOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-28,Dia Internacional do Lego,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_LEGO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-28,Dia do Portuário,behavior,profissão|tecnologia|lazer|porto|segurança|brinquedo,BR,,,annual,45,50,DIA_DO_PORTU_RIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-29,Dia Internacional do Hanseniano,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_HANSENIANO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-29,Dia Nacional da Visibilidade Trans,behavior,direitos|saúde|lgbtqia+|medicina,BR,,,annual,45,50,DIA_NACIONAL_DA_VISIBILIDADE_TRANS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-30,Dia Mundial da Não-Violência e Cultura de Paz,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-30,Dia Mundial das Doenças Tropicais Negligenciadas,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-30,Dia Mundial do Croissant,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-30,Dia Nacional das Histórias em Quadrinhos,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-30,Dia do Padrinho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-30,Dia da Saudade,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DA_SAUDADE,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-30,Dia do Engenheiro Ambiental,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_ENGENHEIRO_AMBIENTAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-30,Dia do Quadrinho Nacional,behavior,arte|profissão|comportamental|hq|sustentabilidade|emoção,BR,,,annual,45,50,DIA_DO_QUADRINHO_NACIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-01-31,Dia Nacional das Reservas Particulares do Patrimônio Natural,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-31,Dia de São João Bosco,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-31,Dia do Engenheiro Ambiental,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-31,Dia do Mágico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-01-31,Dia Mundial do Mágico,behavior,arte|entretenimento|ilusionismo|show,BR,,,annual,45,50,DIA_MUNDIAL_DO_M_GICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-01,BACK_TO_SCHOOL_2026 (janela),retail,varejo|papelaria|educacao,BR,,,annual,80,80,BACK_TO_SCHOOL_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal),,
2026-02-01,Dia Mundial das Zonas Úmidas,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_MUNDIAL_DAS_ZONAS_MIDAS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-01,Dia da Apresentação de Jesus no Templo,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DA_APRESENTA_O_DE_JESUS_NO_TEMPLO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-01,Dia de Nossa Senhora dos Navegantes,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DE_NOSSA_SENHORA_DOS_NAVEGANTES,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-01,Dia do Publicitário,cultural,profissão|religioso|ambiental|marketing|católico|natureza,BR,,,annual,60,65,DIA_DO_PUBLICIT_RIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-01,Início do Fevereiro Laranja | Leucemia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-01,"Início do Fevereiro Roxo | Lúpus, Alzheimer e Fibromialgia",cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-02,Dia Mundial das Zonas Úmidas,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_MUNDIAL_DAS_ZONAS_MIDAS,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-02-02,Dia da Apresentação de Jesus no Templo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_APRESENTA_O_DE_JESUS_NO_TEMPLO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-02-02,Dia de Iemanjá,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-02,Dia de Nossa Senhora dos Navegantes,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DE_NOSSA_SENHORA_DOS_NAVEGANTES,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-02-02,Dia do Agente Fiscal,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-02,Dia Mundial dos Introvertidos,behavior,comportamental|personalidade,BR,,,annual,45,50,DIA_MUNDIAL_DOS_INTROVERTIDOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-03,Dia de São Brás,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-03,Dia do Juiz de Menores,behavior,profissão|justiça|direito|infância,BR,,,annual,45,50,DIA_DO_JUIZ_DE_MENORES,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-04,Dia Internacional da Fraternidade Humana,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-04,Aniversário de Macapá,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-04,Dia do Amigo do Facebook,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-04,Dia Mundial do Cancer,international,saude|institucional,BR,,,annual,45,45,DIA_MUNDIAL_DO_CANCER,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais,,
2026-02-04,Dia Mundial do Câncer,behavior,saúde|medicina|oncologia|prevenção,BR,,,annual,45,50,DIA_MUNDIAL_DO_C_NCER,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-04,Dia da Abreugrafia,behavior,saúde|medicina|oncologia|prevenção,BR,,,annual,45,50,DIA_DA_ABREUGRAFIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-05,Dia Mundial da Nutella,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-05,Dia Nacional da Mamografia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-05,Dia da Borboleta-Monarca,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DA_BORBOLETA_MONARCA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-05,Dia do Datiloscopista,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DO_DATILOSCOPISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-05,Dia do Dermatologista,behavior,profissão|saúde|natureza|perícia|pele|fauna,BR,,,annual,45,50,DIA_DO_DERMATOLOGISTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_02,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica),,
2026-02-06,Dia da Gratidão,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DA_GRATID_O,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-06,Dia de Reis,cultural,comportamental|religioso|valores|católico,BR,,,annual,60,65,DIA_DE_REIS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-06,Dia Internacional da Tolerância Zero à Mutilação Genital Feminina,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-06,Dia do Agente de Defesa Ambiental,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-07,Dia da Liberdade de Cultos,cultural,direitos|religioso|liberdade|fé,BR,,,annual,60,65,DIA_DA_LIBERDADE_DE_CULTOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-07,Dia Nacional de Luta dos Povos Indígenas,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-07,Dia do Gráfico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-08,Dia do Magistério Militar,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-08,Dia do Fotógrafo,behavior,profissão|arte|visual|criativo,BR,,,annual,45,50,DIA_DO_FOT_GRAFO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-09,Dia Internacional da Epilepsia,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-09,Dia de Leitura na Banheira,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-09,Dia do Frevo em Pernambuco,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-09,Dia Mundial da Pizza,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_MUNDIAL_DA_PIZZA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-09,Dia do Astronauta,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_DO_ASTRONAUTA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-09,Dia do Fico,behavior,culinária|profissão|histórico|gastronomia|espaço|brasil,BR,,,annual,45,50,DIA_DO_FICO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-10,Dia Mundial das Leguminosas,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-10,Dia Internacional das Mulheres e Meninas na Ciência,behavior,esporte|educação|gênero|atleta|ciência|mulher,BR,,,annual,45,50,DIA_INTERNACIONAL_DAS_MULHERES_E_MENINAS_NA_CI_NCIA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-10,Dia do Atleta Profissional,behavior,esporte|educação|gênero|atleta|ciência|mulher,BR,,,annual,45,50,DIA_DO_ATLETA_PROFISSIONAL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-11,Dia Internacional das Mulheres e Meninas na Ciência,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-11,Dia Mundial do Enfermo,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-11,Dia de Nossa Senhora de Lourdes,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-11,Dia do Zelador,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-11,Dia Internacional do Obrigado,behavior,ambiental|comportamental|sustentabilidade|gratidão,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_OBRIGADO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-11,Dia do Controle da Poluição por Agrotóxicos,behavior,ambiental|comportamental|sustentabilidade|gratidão,BR,,,annual,45,50,DIA_DO_CONTROLE_DA_POLUI_O_POR_AGROT_XICOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-12,Dia de Darwin,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-12,Dia do Empresário Contábil,behavior,profissão|contabilidade|negócios,BR,,,annual,45,50,DIA_DO_EMPRES_RIO_CONT_BIL,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-13,Dia Internacional do Preservativo,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-13,Dia de Ter um Nome Diferente,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-13,Dia do Serviço de Assistência Religiosa do Exército,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-13,Dia Internacional do Leonismo,behavior,comunicação|institucional|mídia|serviço,BR,,,annual,45,50,DIA_INTERNACIONAL_DO_LEONISMO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-13,Dia Mundial do Rádio,behavior,comunicação|institucional|mídia|serviço,BR,,,annual,45,50,DIA_MUNDIAL_DO_R_DIO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-14,Dia Internacional da Doação de Livros,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-14,Dia Mundial do Amor,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-14,Dia do Botonista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-14,Dia Internacional da Pipa,behavior,romance|lazer|saúde|amor|diversão|cuidado,BR,,,annual,45,50,DIA_INTERNACIONAL_DA_PIPA,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-14,Dia de São Valentim,behavior,romance|lazer|saúde|amor|diversão|cuidado,BR,,,annual,45,50,DIA_DE_S_O_VALENTIM,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-14,Dia do Enfermo,behavior,romance|lazer|saúde|amor|diversão|cuidado,BR,,,annual,45,50,DIA_DO_ENFERMO,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-14,Dia dos Namorados (Internacional),behavior,romance|lazer|saúde|amor|diversão|cuidado,BR,,,annual,45,50,DIA_DOS_NAMORADOS_INTERNACIONAL_,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-15,Dia Internacional de Luta contra o Câncer Infantil,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-15,Dia Mundial do Compositor,behavior,comportamental|arte|maturidade|música,BR,,,annual,45,50,DIA_MUNDIAL_DO_COMPOSITOR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-15,Dia dos Adultos,behavior,comportamental|arte|maturidade|música,BR,,,annual,45,50,DIA_DOS_ADULTOS,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-16,Carnaval (segunda-feira),cultural,varejo|entretenimento|turismo,BR,,,annual,85,55,CARNAVAL_SEGUNDA_FEIRA_,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa),,
2026-02-16,Segunda-feira de Carnaval,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-02-16,Dia do Repórter,behavior,profissão|jornalismo|agricultura,BR,,,annual,45,50,DIA_DO_REP_RTER,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-16,Dia dos Cortadores de Cana-de-açúcar,behavior,profissão|jornalismo|agricultura,BR,,,annual,45,50,DIA_DOS_CORTADORES_DE_CANA_DE_A_CAR,peak,national,conteudo util|informacao|contexto do dia,Saiba mais,Instagram|LinkedIn,Calendario 365 dias (CSV),CSV 365 dias,,
2026-02-17,Carnaval (terca-feira),cultural,varejo|entretenimento|turismo,BR,,,annual,95,80,CARNAVAL_TERCA_FEIRA_,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa),,
